,Location,Name,Category,Description,Latitude,Longitude,coords,xy_coords,x,y
5810,,Leone Hall Price Park,Informal Campsite,Gravel parking lot off of Stilesboro Rd. Lot is for a small park with walking trails. No gate. Park hours are sunrise to sunset but there’s not a “No Overnight Parking” Sign. Overall quiet at night. Public restrooms and water bottle refill station.,33.996584999999996,-84.68813399999999,"(33.996584999999996, -84.68813399999999)","(-9427439.953112517, 4028343.484287309)",-9427439.953112517,4028343.484287309
5812,,free campsite near river,Informal Campsite,"marked ""public access area"" there are few campsites right on the river. with pit toilet. 

There is a sign "" discover pass required"" ( a yearly Wa state park permit - which generaly cost $30) but there is no where here to buy it and no one came to check. we happend to have it from previous park but I doubt if anyone else parking here has)

very quiet.

2 more locations near the bridge.  did not check them.",46.035241,-117.273095,"(46.035241, -117.273095)","(-13054781.219151197, 5785998.4148132345)",-13054781.219151197,5785998.4148132345
5813,,Opposite Five Springs Falls,Wild Camping,"Different dispersed campsites in the Valley, with fire ring, beautiful views.",44.795134999999995,-107.986222,"(44.795134999999995, -107.986222)","(-12020971.245729396, 5589327.138559199)",-12020971.245729396,5589327.138559199
5814,,Logan River Canyon,Wild Camping,"Very beautifull spot with an amazing view, below a small parking lot.  There is a fire ring.  Look for the short road down at the parking lot.  Close to the highway, not too much traffic, very quiet at night.",41.831833,-111.60400800000001,"(41.831833, -111.60400800000001)","(-12423701.34104843, 5135822.034631489)",-12423701.34104843,5135822.034631489
5818,,Halfmoon Creek Trail,Wild Camping,"There are dozens of great dispersed camping sites along 110 both above and below this site.   This is a dirt trail that sporadically becomes more steeper and rockier as you go along.  At some point you'll reach for 4wd, but there are plenty of spots before that.

This particular site is large and right on the creek in an open wooded area.  Nice mountain view opposite the creek.

There is weak Verizon coverage here that is stronger as you go down hill and weaker as you go up.

If you have 4wd, consider exploring towards both Champion and Iron Mike Mines.  Google for more info.

This is an access road for a number of mountain hike trailheads.

I believe there is a big rig friendly site between here and the paved road access.",39.151353,-106.42540600000001,"(39.151353, -106.42540600000001)","(-11847222.003387403, 4743374.83778374)",-11847222.003387403,4743374.83778374
5820,,Kalaloch Creek Site #3,Wild Camping,"This is the first pull off that you'll encounter on the forest service road. There's an information sign on the right side of the road. We parked here and the advantage to this site is that you still have Verizon service if you need it. 500' further and you lose service. If you stay here, make sure to walk the forest service road as it's beautiful.",47.613473,-124.36490400000001,"(47.613473, -124.36490400000001)","(-13844237.785834352, 6042789.7310261475)",-13844237.785834352,6042789.7310261475
5821,,Lovell Canyon Road + Shadow,Wild Camping,"Another alternative to ""Lovell Canyon Road"", behind a mountain in a rather large gravel pit. Behind the mountain we had shadow after 5pm in late September. Quiet and lonely, next to the Natl. Forest Road. Easily accessible even by big rigs. Tents might be possible, but ground is rocky and dry. ",36.094014,-115.565398,"(36.094014, -115.565398)","(-12864681.258681996, 4313565.276342169)",-12864681.258681996,4313565.276342169
5823,,Hilltop Gravel Pit,Wild Camping,360 degree view from the top of this huge gravel pit of the Dalton Hwy. No facilities. Stone fire rings. ,65.681661,-149.121443,"(65.681661, -149.121443)","(-16600123.101118168, 9790258.605104651)",-16600123.101118168,9790258.605104651
5824,,Bear camp ,Wild Camping,"Campsites managed by Fish & wildlife. Several different sites, pit toilets and fire rings. Off well maintained dirt road. Verizon & AT&T had full service/4G. Technically a Washington Discover pass is required but nobody was around to check. 

https://wdfw.wa.gov/lands/water_access/30335",48.489227,-120.11638799999999,"(48.489227, -120.11638799999999)","(-13371295.148087272, 6188634.14842687)",-13371295.148087272,6188634.14842687
5825,,Harris Ranch,Informal Campsite,"Free RV parking in the Harris Ranch restaurant and inn parking lot. Pretty quiet and level. A bit cow-poop stinky when the wind is right (or wrong) but not a big deal for a safe, free night's sleep off I5. Great location between So and Nor Cal.",36.253440000000005,-120.23623,"(36.253440000000005, -120.23623)","(-13384635.898502924, 4335550.596396543)",-13384635.898502924,4335550.596396543
5826,,camp site,Wild Camping,"MODERATOR NOTE: Place removed because camping is illegal here.  Private Property 

primitive camping. nice clearing. no running water. minimum shade. ",34.310553000000006,-94.99175600000001,"(34.310553000000006, -94.99175600000001)","(-10574433.907478891, 4070578.3239816716)",-10574433.907478891,4070578.3239816716
5827,,Camp Site,Wild Camping,"great clearing, some level ground. small water hole, non-pottable. no through traffic.",34.432522,-94.056213,"(34.432522, -94.056213)","(-10470289.737103678, 4087028.081407777)",-10470289.737103678,4087028.081407777
5830,,cottonwood creek road,Wild Camping,sweet spots right along the creek just down the road from the lake and campground. very pretty little canyon.,42.637431,-110.82569699999999,"(42.637431, -110.82569699999999)","(-12337060.156849626, 5256946.97248535)",-12337060.156849626,5256946.97248535
5831,,jug hollow road fr319,Wild Camping,sweet place right on the water in flaming gorge area...antelope and cows roaming about. fish from your back door.,40.983103,-109.54375800000001,"(40.983103, -109.54375800000001)","(-12194355.36014159, 5009849.679577469)",-12194355.36014159,5009849.679577469
5832,,Flossy Creek Wild Camping,Wild Camping,"Large open area at the end of the bay. Satellite Images show it to be quite busy with local RV activity, but when we visited in September it was pretty quite. Spent 3 nights here this year. 1mb/s Verizon with directional antenna.",48.254597,-113.866247,"(48.254597, -113.866247)","(-12675532.634581113, 6149315.703973175)",-12675532.634581113,6149315.703973175
5833,,Logan Creek Dispersed Camping,Wild Camping,"There are three or four Camp spots in a bit of a clearing, and depending on the water level there is a PNC Le that Jets out into the lake which provides a large open area perfect for solar recharge if you need it, which we did. 16 day stay limit. stone fire Rings, no other amenities.",48.138077,-113.715024,"(48.138077, -113.715024)","(-12658698.567224884, 6129856.745711558)",-12658698.567224884,6129856.745711558
5834,,Fish Trap Creek,Wild Camping,"One main site with a couple of smaller offshoot sites. Some midday sun for solar charging. Fish Trap Creek seems pretty clean before it joins the rest of the water. It's still within a stones throw of the road, but it was pretty quite.

The nicest spot we found along the Thompson Falls road.

No Cellular we could find.",47.712709999999994,-115.05893999999999,"(47.712709999999994, -115.05893999999999)","(-12808302.612013817, 6059192.404085838)",-12808302.612013817,6059192.404085838
5835,,Bristow Creek,Wild Camping,"MODERATOR NOTE: No overnight camping allowed, please respect the wishes of the locals. 


One of the very few spots we found for wild camping on the east side of the Koocanusa. There is one nice established spot and two tributaries you could get to with a Jeep or similar. Road may have gone all the way to the lake at one point, there is evidence of a payment ramp in the water, but erosion has eaten it all away and the road ends abruptly at a drop-off. No Cellular connection south of the Rexford Bridge.",48.545279,-115.26388100000001,"(48.545279, -115.26388100000001)","(-12831116.539776482, 6198054.035011687)",-12831116.539776482,6198054.035011687
5836,,2/10 places along the road ,Wild Camping,"10 designated wild camping spot.
This is nbr 2. In the shadow next to a creek.
We really enjoyed the place ",37.577614000000004,-112.26616999999999,"(37.577614000000004, -112.26616999999999)","(-12497412.877711084, 4519927.480127511)",-12497412.877711084,4519927.480127511
5838,,Scoria Pit,Wild Camping,"Small informal dirt road pullout. Enough space for a few small campers and tents, quiet boondocking on national grassland land, branch off a small dirt road from the highway ",46.945796,-103.588572,"(46.945796, -103.588572)","(-11531427.087042356, 5933231.083551747)",-11531427.087042356,5933231.083551747
5839,,12 hours parking ok on rest stop,Informal Campsite,"large rest stop. far enough from the road.
water, toilet. garbage bins. 12 hours limit sign .",45.601524,-118.50760600000001,"(45.601524, -118.50760600000001)","(-13192206.355049891, 5716721.493670651)",-13192206.355049891,5716721.493670651
5842,,Camping next to the Lake ,Wild Camping,"A few spots next to the very quiet road, about one mile from the lake. Free!!! The lake is beautiful for swimming and fishing and not very busy even in Summer. You can also go to the 2 nearby established Campgrounds next to the lake with pit toilets for about 25$/ night. ",37.060119,-118.975819,"(37.060119, -118.975819)","(-13244327.587792683, 4447489.916731197)",-13244327.587792683,4447489.916731197
5843,,Super Walmart Park Plaza,Informal Campsite,Busy Walmart. Open 24 hours. Loads of trucks park here as well as RV’s. Signs of no overnight camping clearly not enforced. You can take bus 320 right from edge of parking lot to Port Authority on Manhattan for $4.25 one way. Bathroom inside as open 24h. ,40.791865,-74.040811,"(40.791865, -74.040811)","(-8242185.378441009, 4981690.101924197)",-8242185.378441009,4981690.101924197
5844,,Off RT CO 7 ,Wild Camping,"National Forrest dirt road just off the Rt 7

Some dirt pull-off spots, no fire rings in site but few RVs and trailers around. ",40.165867999999996,-105.457831,"(40.165867999999996, -105.457831)","(-11739512.0470831, 4890075.121928837)",-11739512.0470831,4890075.121928837
5846,,Walmart,Informal Campsite,"Regular Walmart. Very quiet.

Walmart muy tranquilo y seguro. ",34.914807,-79.738505,"(34.914807, -79.738505)","(-8876449.7732169, 4152309.774045548)",-8876449.7732169,4152309.774045548
5851,,Dispersed Camping - Dixie NF,Wild Camping,Great flat location with a few trees for shade in a valley. Several locations along dry creek bed. Tons of wildlife spotted here. Not advised for very long or tall rigs. ,37.524267,-112.549567,"(37.524267, -112.549567)","(-12528960.487443427, 4512436.974282593)",-12528960.487443427,4512436.974282593
5853,,Chilkat riverside ,Wild Camping,Fairly large pull out/parking area right on the river. You can park a camper or rv behind some bushes and feel fairly private. There is a fire ring in a sheltered spot on the north side of the area. popular spot with local fishermen so expect company in the morning. ,59.249295999999994,-135.542542,"(59.249295999999994, -135.542542)","(-15088526.756265895, 8234465.526430211)",-15088526.756265895,8234465.526430211
5854,,blm road,Wild Camping,nice spot next to an aspen grove up the hill from kinney creek. several other nice spots near kinney creek too. great Verizon signal. very quiet.,40.139004,-106.105506,"(40.139004, -106.105506)","(-11811610.898282634, 4886162.570227412)",-11811610.898282634,4886162.570227412
5855,,TA Travel Center parking lot,Informal Campsite,"This truck stop/travel center has a large parking lot that allows RV parking overnight. Parking lot is large enough that RV's should be able to stay out of the way of the big rigs (who we should respect as they are working and need a good night's rest). There is a CAT Scale here, which is $11 and takes just a few minutes to get your axle weights...always a good idea, so you can inflate your tires properly according to your tire manufacturer's load inflation table :) We had a GREAT breakfast at the Willow Ranch Restaurant across the street. Overall, this is a very good spot for a free overnight while traveling.",35.40146,-119.39575,"(35.40146, -119.39575)","(-13291074.092880994, 4218572.676678996)",-13291074.092880994,4218572.676678996
